customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C-00421,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),27.63,36.19,No
C-00422,Female,0,No,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.75,1552.92,No
C-00423,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.95,1044.12,No
C-00424,Male,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.11,831.23,Yes
C-00425,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.53,3836.52,Yes
C-00426,Male,1,No,No,66,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),47.43,3133.47,No
C-00427,Male,0,No,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),77.78,2252.31,No
C-00428,Female,1,No,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),77.36,928.64,No
C-00429,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.81,622.46,No
C-00430,Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.91,116.68,No
C-00431,Male,0,No,No,8,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.9,791.99,Yes
C-00432,Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.69,4272.38,No
C-00433,Male,0,No,No,60,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),62.47,3757.73,No
C-00434,Female,0,Yes,Yes,1,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),68.52,77.83,No
C-00435,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,63.49,3117.56,No
C-00436,Female,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),104.0,3114.65,No
C-00437,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.46,1069.55,Yes
C-00438,Female,0,No,No,10,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.52,774.0,No
C-00439,Male,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.84,664.62,No
C-00440,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,95.39,563.24,No
C-00441,Male,1,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.2,996.69,No
C-00442,Female,0,No,Yes,47,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,66.54,3118.84,No
C-00443,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.86,1609.6,No
C-00444,Female,0,No,No,52,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,107.9,5614.63,No
C-00445,Female,1,No,Yes,18,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,70.52,1266.41,Yes
C-00446,Male,0,No,Yes,5,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),42.9,217.44,No
C-00447,Male,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.94,1431.78,No
C-00448,Female,0,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,49.69,3572.99,No
C-00449,Male,1,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,94.19,4611.59,Yes
C-00450,Female,0,Yes,Yes,11,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,54.59,606.43,Yes
C-00451,Female,0,Yes,Yes,22,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,86.93,1906.67,Yes
C-00452,Female,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.16,1281.74,Yes
C-00453,Female,1,No,Yes,68,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,86.81,5897.09,No
C-00454,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.18,4182.14,No
C-00455,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.77,1106.66,Yes
C-00456,Male,1,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.74,46.38,No
C-00457,Female,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.17,1036.22,No
C-00458,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.26,3690.47,No
C-00459,Male,0,No,No,56,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.34,2981.44,No
C-00460,Male,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.5,1262.18,No
C-00461,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,102.19,3886.83,No
C-00462,Male,0,Yes,Yes,67,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),61.75,4129.55,No
C-00463,Female,0,No,Yes,54,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Mailed check,66.52,3587.01,No
C-00464,Male,0,No,No,44,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.63,2619.83,No
C-00465,Female,1,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.44,,Yes
C-00466,Male,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.56,493.72,Yes
C-00467,Female,1,Yes,No,20,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),59.53,1184.29,No
C-00468,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,100.04,5104.0,No
C-00469,Male,1,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.92,1008.8,No
C-00470,Female,0,Yes,No,51,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,66.45,3386.73,No
C-00471,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,98.98,6527.6,No
C-00472,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.09,1211.45,Yes
C-00473,Male,1,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.9,867.12,No
C-00474,Female,0,No,No,9,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,61.6,545.96,No
C-00475,Male,0,No,Yes,63,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),46.18,2912.67,No
C-00476,Female,0,No,No,68,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,68.22,4638.73,No
C-00477,Male,0,No,No,67,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),97.27,6522.16,No
C-00478,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.33,2081.72,No
C-00479,Male,0,No,No,52,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),75.23,3907.12,No
C-00480,Female,0,Yes,No,50,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),45.46,2273.87,No
C-00481,Female,0,Yes,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,69.23,3599.59,No
C-00482,Female,0,No,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.95,315.58,No
C-00483,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,98.31,1577.88,No
C-00484,Female,0,No,No,66,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,87.02,5744.62,Yes
C-00485,Male,0,No,No,46,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,106.38,4897.69,No
C-00486,Female,0,No,No,55,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.34,2321.77,No
C-00487,Male,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,45.66,1009.1,No
C-00488,Female,0,Yes,No,17,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,41.05,697.08,No
C-00489,Male,0,Yes,No,0,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,63.04,,No
C-00490,Male,0,Yes,No,34,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),62.19,2109.15,No
C-00491,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,89.19,5609.49,No
C-00492,Male,0,No,No,57,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,45.23,2577.25,No
C-00493,Male,0,No,No,58,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,45.1,2612.32,No
C-00494,Female,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,83.0,,No
C-00495,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.27,135.91,No
C-00496,Male,0,Yes,No,66,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),75.92,5017.23,No
C-00497,Male,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),83.14,2993.06,No
C-00498,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.03,1966.98,Yes
C-00499,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.24,771.02,No
C-00500,Female,1,No,No,60,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,74.94,4497.61,No
C-00501,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,65.85,195.41,No
C-00502,Male,0,No,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.38,258.37,Yes
C-00503,Male,0,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.93,597.21,Yes
C-00504,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,57.65,1211.81,Yes
C-00505,Male,0,No,No,47,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,49.01,2295.42,No
C-00506,Male,0,No,Yes,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,47.92,100.2,No
C-00507,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,102.31,2259.25,Yes
C-00508,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.39,5178.37,No
C-00509,Female,0,No,Yes,20,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),42.61,851.62,No
C-00510,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.83,4491.64,No
C-00511,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),61.29,1527.99,No
C-00512,Female,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),89.01,3568.82,No
C-00513,Male,1,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.28,795.13,No
C-00514,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,99.39,985.98,No
C-00515,Female,0,No,Yes,28,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.41,1682.03,Yes
C-00516,Male,0,No,No,59,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,77.79,4599.14,Yes
C-00517,Female,0,Yes,No,66,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.41,4854.19,No
C-00518,Female,1,Yes,No,64,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.56,5986.29,No
C-00519,Female,0,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.82,1960.21,No
C-00520,Female,1,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.86,539.86,Yes
C-00521,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),93.35,4196.62,No
C-00522,Male,1,Yes,No,48,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,41.66,2008.41,No
C-00523,Female,0,Yes,No,21,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,61.42,1295.71,No
C-00524,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,78.86,4419.15,No
C-00525,Female,0,Yes,No,13,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),65.87,852.0,No
C-00526,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),68.87,2965.44,No
C-00527,Male,0,No,No,15,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),42.79,637.63,No
C-00528,Female,0,No,Yes,11,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.73,779.78,No
C-00529,Female,0,No,No,54,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,58.27,3146.75,No
C-00530,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.47,1073.27,No
C-00531,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,65.19,2482.48,Yes
C-00532,Female,0,No,Yes,32,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,93.24,2990.99,Yes
C-00533,Male,0,Yes,No,32,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,53.32,1703.33,Yes
C-00534,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,92.57,2590.95,No
C-00535,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),67.12,4563.57,No
C-00536,Female,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),89.07,6142.31,No
C-00537,Female,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.11,998.17,No
C-00538,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,87.93,2638.34,No
C-00539,Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,67.35,3039.03,No
C-00540,Female,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,79.79,4072.3,No
C-00541,Male,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.72,234.72,No
C-00542,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.25,1283.3,No
C-00543,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,95.32,188.09,No
C-00544,Female,0,Yes,No,58,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),46.29,2681.76,No
C-00545,Male,1,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.6,4669.74,Yes
C-00546,Female,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,51.72,1700.43,No
C-00547,Male,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.16,4769.24,Yes
C-00548,Female,0,No,Yes,27,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),84.85,2283.86,No
C-00549,Female,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.08,640.01,No
C-00550,Male,0,No,Yes,68,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),65.65,4454.46,No
C-00551,Male,1,No,Yes,66,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),66.63,4395.72,No
C-00552,Female,0,Yes,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.94,1672.58,No
C-00553,Male,0,No,No,59,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,97.94,5776.1,No
C-00554,Female,1,No,No,70,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,98.51,6895.66,No
C-00555,Male,0,Yes,No,23,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,53.09,1223.08,Yes
C-00556,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,74.67,4631.21,No
C-00557,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,103.33,6202.41,No
C-00558,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),96.13,2121.75,No
C-00559,Female,0,Yes,Yes,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),41.95,1224.28,No
C-00560,Female,1,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,95.43,5635.12,No
C-00561,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,71.42,1205.72,Yes
C-00562,Male,0,No,No,55,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),64.48,3555.63,No
C-00563,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.4,1433.75,No
C-00564,Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),44.35,270.33,No
C-00565,Female,0,Yes,No,68,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.72,3041.31,Yes
C-00566,Female,0,No,Yes,71,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,96.79,6867.1,No
C-00567,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.42,944.55,No
C-00568,Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),87.97,271.47,No
C-00569,Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.38,2589.84,Yes
C-00570,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.09,1776.7,No
C-00571,Female,0,Yes,No,32,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.05,1883.46,Yes
C-00572,Male,0,No,Yes,68,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),98.44,6691.08,No
C-00573,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,73.57,2726.55,No
C-00574,Female,1,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.9,537.84,No
C-00575,Male,0,No,No,0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.77,,No
C-00576,Female,0,Yes,Yes,3,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,40.94,128.15,Yes
C-00577,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),92.77,3521.95,No
C-00578,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,106.35,5628.07,No
C-00579,Female,0,No,No,32,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,89.99,2886.06,No
C-00580,Female,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,99.95,3191.24,No
C-00581,Female,0,No,Yes,71,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,56.52,4010.34,No
C-00582,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,103.02,1961.53,No
C-00583,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),87.9,1324.84,No
C-00584,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.49,437.05,No
C-00585,Female,1,Yes,No,44,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),46.8,2059.81,No
C-00586,Male,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.46,1796.58,No
C-00587,Female,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),102.67,3087.07,No
C-00588,Male,0,No,No,41,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.76,2861.42,No
C-00589,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),89.86,990.03,No
C-00590,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,55.94,3578.84,No
C-00591,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.25,2031.46,Yes
C-00592,Female,1,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.1,55.81,Yes
C-00593,Male,0,No,Yes,8,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,44.09,350.02,No
C-00594,Female,0,No,No,50,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),57.59,2876.37,Yes
C-00595,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.48,1157.07,No
C-00596,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.17,201.06,Yes
C-00597,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),62.61,1435.16,Yes
C-00598,Male,0,No,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,57.35,4126.28,Yes
C-00599,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),60.07,722.66,No
C-00600,Female,1,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),45.17,53.39,No
C-00601,Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.28,2125.36,No
C-00602,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.43,555.44,No
